Date,Symbol,Series,Prev_Close,Open,High,Low,Last_Close,VWAP,Volume
05-07-1999,RELIANCE,EQ,180.4,181.7,188.35,181.7,186.95,186.18,9003556
06-07-1999,RELIANCE,EQ,186.95,185.65,188.95,185.45,187.2,187.09,7613032
07-07-1999,RELIANCE,EQ,187.2,188,188.8,184.3,185.25,186.77,7795621
08-07-1999,RELIANCE,EQ,185.25,185,186.9,180.3,181.2,183.19,12189054
09-07-1999,RELIANCE,EQ,181.2,180.1,182.4,175.6,180.1,179.13,12926697
12-07-1999,RELIANCE,EQ,180.1,182.85,188,182.85,187.25,185.42,9803345
13-07-1999,RELIANCE,EQ,187.25,188,199.8,187.55,191.25,194.47,19649746
14-07-1999,RELIANCE,EQ,191.25,192.95,195.5,190.05,194.1,193.1,12828133
15-07-1999,RELIANCE,EQ,194.1,195.5,198.4,182.2,185.65,191.32,13208267
16-07-1999,RELIANCE,EQ,185.65,187.15,190.3,184,185.3,187.25,9658037
19-07-1999,RELIANCE,EQ,185.3,186.85,188.9,184.15,185.35,186.39,7475702
20-07-1999,RELIANCE,EQ,185.35,183.05,184.4,177,178.2,180.81,9224853
21-07-1999,RELIANCE,EQ,178.2,178,183.95,175.5,181.45,180.78,8225732
22-07-1999,RELIANCE,EQ,181.45,181.85,184.2,179.6,180.55,182.08,5882127
23-07-1999,RELIANCE,EQ,180.55,180.25,181.4,177,177.65,178.86,6377579
26-07-1999,RELIANCE,EQ,177.65,177.45,177.5,171.75,172.85,173.98,4580766
27-07-1999,RELIANCE,EQ,172.85,171.8,174.5,170.15,170.8,172.13,7152940
28-07-1999,RELIANCE,EQ,170.8,172.45,177.65,172.1,175.05,175.46,8223225
29-07-1999,RELIANCE,EQ,175.05,176.9,181.25,173.55,179.8,177.79,10112895
30-07-1999,RELIANCE,EQ,179.8,177.95,180.9,175.5,179.1,178.14,7697634
02-08-1999,RELIANCE,EQ,179.1,178.1,178.1,175,176.3,176.59,5574961
03-08-1999,RELIANCE,EQ,176.3,175,176.3,172.05,173.55,173.64,7683533
04-08-1999,RELIANCE,EQ,173.55,176.3,180.3,173.05,179.35,178.57,6716878
05-08-1999,RELIANCE,EQ,179.35,180,185.25,178.4,179.2,182.2,8532110
06-08-1999,RELIANCE,EQ,179.2,178.95,179,176.2,176.8,177.53,4229638
09-08-1999,RELIANCE,EQ,176.8,176.8,178.5,175.2,176.55,176.64,4709770
10-08-1999,RELIANCE,EQ,176.55,176,176,172.1,173.4,174.19,5588543
11-08-1999,RELIANCE,EQ,173.4,171,173.95,169.5,171.8,172.43,4320621
12-08-1999,RELIANCE,EQ,171.8,170.6,173.4,168.35,169.25,170.96,3632033
13-08-1999,RELIANCE,EQ,169.25,170.9,171.4,167,167.4,168.47,3484478
16-08-1999,RELIANCE,EQ,167.4,167.9,172.95,167.8,170.6,170.74,5370274
17-08-1999,RELIANCE,EQ,170.6,171.35,172.5,169.55,170.75,170.65,4561184
18-08-1999,RELIANCE,EQ,170.75,174.5,177.3,173.25,175.6,175.35,7419016
19-08-1999,RELIANCE,EQ,175.6,176.5,179.4,173.55,174.35,176.82,5670403
20-08-1999,RELIANCE,EQ,174.35,174,176.25,172.35,174.65,173.9,3013798
23-08-1999,RELIANCE,EQ,174.65,178,188.65,178,187.15,183.69,14151948
24-08-1999,RELIANCE,EQ,187.15,186.75,187,183.65,185.25,185.23,8832591
25-08-1999,RELIANCE,EQ,185.25,189.4,189.4,172.1,179.15,183.59,5697558
26-08-1999,RELIANCE,EQ,179.15,183,183,179.05,181,181.06,3404889
27-08-1999,RELIANCE,EQ,181,182,186.4,182,185.1,184.79,4483226
30-08-1999,RELIANCE,EQ,185.1,185.9,191.5,185.8,188.55,189,9137414
31-08-1999,RELIANCE,EQ,188.55,187.75,194.85,186.1,193.5,190.21,9579141
01-09-1999,RELIANCE,EQ,193.5,195.45,196.4,187.5,189.7,191.01,7700685
02-09-1999,RELIANCE,EQ,189.7,187.25,187.25,183,183.75,185.08,4383112
03-09-1999,RELIANCE,EQ,183.75,183.35,186,182.5,183.25,184.31,5120271
06-09-1999,RELIANCE,EQ,183.25,185,186.75,183.6,185.55,185.1,4239361
07-09-1999,RELIANCE,EQ,185.55,186,186.5,183.15,183.6,184.31,4535465
08-09-1999,RELIANCE,EQ,183.6,186.2,192.75,185.8,190.2,190.76,10828046
09-09-1999,RELIANCE,EQ,190.2,190.9,200.4,190,199.35,195.26,18497991
10-09-1999,RELIANCE,EQ,199.35,199.3,200.25,196.2,197.75,198,10495794
14-09-1999,RELIANCE,EQ,197.75,199,199.9,193.25,194,195.62,8615984
15-09-1999,RELIANCE,EQ,194,196.7,196.7,189.55,190.2,192.67,6613347
16-09-1999,RELIANCE,EQ,190.2,190.55,191,185.6,186.55,187.91,4038483
17-09-1999,RELIANCE,EQ,186.55,185.7,190.7,185,189.65,187.87,5868414
20-09-1999,RELIANCE,EQ,189.65,189.95,192.2,186.25,186.7,189.45,4869567
21-09-1999,RELIANCE,EQ,186.7,186.05,186.05,182.5,183.65,184.23,5601780
22-09-1999,RELIANCE,EQ,183.65,186,189.8,184.5,186.9,187.51,3919987
23-09-1999,RELIANCE,EQ,186.9,187.9,196.8,185.5,193.55,191.17,12209997
24-09-1999,RELIANCE,EQ,193.55,197.3,209.05,196.65,209,205.56,17114126
27-09-1999,RELIANCE,EQ,209,212.9,224.9,209.05,215.45,216.93,14259140
28-09-1999,RELIANCE,EQ,215.45,212.15,231.5,210.75,225.15,220.81,17167445
29-09-1999,RELIANCE,EQ,225.15,229,240.4,227,239,235.25,19356538
30-09-1999,RELIANCE,EQ,239,239.65,250,237.8,239.75,242.28,16029645
01-10-1999,RELIANCE,EQ,239.75,239.7,241.7,231,238.35,236.12,15035664
04-10-1999,RELIANCE,EQ,238.35,239,239.1,229.65,230.9,233.89,7581273
05-10-1999,RELIANCE,EQ,230.9,229.55,240,226.75,237.6,232.02,10961707
06-10-1999,RELIANCE,EQ,237.6,237.8,248.4,230,238,241.99,21511335
07-10-1999,RELIANCE,EQ,238,238.65,253.5,238.65,248.15,248.33,19666326
08-10-1999,RELIANCE,EQ,248.15,249.7,251,240.5,241.95,244.72,12971082
11-10-1999,RELIANCE,EQ,241.95,241.9,244.35,237.05,239.85,240.63,11036867
12-10-1999,RELIANCE,EQ,239.85,239,242.5,236.05,237.65,239.49,12032902
13-10-1999,RELIANCE,EQ,237.65,222,248.7,222,242.1,243.64,14386111
14-10-1999,RELIANCE,EQ,242.1,243,249.7,242.05,243.1,245.6,6766578
15-10-1999,RELIANCE,EQ,243.1,242.15,244,232.5,234.25,238.06,5910551
18-10-1999,RELIANCE,EQ,234.25,236,238.2,232.05,233.4,235.1,8819782
20-10-1999,RELIANCE,EQ,233.4,244,252.1,239.15,250.65,246.81,16809507
21-10-1999,RELIANCE,EQ,250.65,260.9,269,253.2,265.1,262.49,21368760
22-10-1999,RELIANCE,EQ,265.1,260.8,265.75,255.15,262.35,262.11,10820910
23-10-1999,RELIANCE,EQ,262.35,263.5,264,260.3,263.05,262.42,1507316
25-10-1999,RELIANCE,EQ,263.05,263.75,263.75,256.55,257.85,259.73,7253874
26-10-1999,RELIANCE,EQ,257.85,257.6,259.2,254.6,255.4,256.35,7997287
27-10-1999,RELIANCE,EQ,255.4,258.5,258.9,248.6,251.35,252.92,6683859
28-10-1999,RELIANCE,EQ,251.35,252,252,241.6,243.45,246.38,5438871
29-10-1999,RELIANCE,EQ,243.45,243,243.9,233.35,235.45,237.82,7814649
01-11-1999,RELIANCE,EQ,235.45,235.1,236,216.65,217.85,225.59,8166939
02-11-1999,RELIANCE,EQ,217.85,215,235.3,212.5,234.3,226.13,9213025
03-11-1999,RELIANCE,EQ,234.3,240.4,240.4,222.3,225.45,229.38,12556366
04-11-1999,RELIANCE,EQ,225.45,223.85,230.45,221.1,226.1,226.25,8771444
05-11-1999,RELIANCE,EQ,226.1,226,235.8,226,232.5,231.99,9360251
07-11-1999,RELIANCE,EQ,232.5,233.95,236,232.65,233.95,234.48,3426288
09-11-1999,RELIANCE,EQ,233.95,232,233.35,226.8,229.05,229.59,6182887
10-11-1999,RELIANCE,EQ,229.05,230.9,236.7,229.3,235.5,233.81,7284279
11-11-1999,RELIANCE,EQ,235.5,236,241.95,233,236.15,237.65,10657639
12-11-1999,RELIANCE,EQ,236.15,234.85,234.9,230.1,231,232.22,5651677
15-11-1999,RELIANCE,EQ,231,233.5,233.7,229.05,230.55,231.44,4377151
16-11-1999,RELIANCE,EQ,230.55,229,229.5,226.7,227.6,227.95,5751447
17-11-1999,RELIANCE,EQ,227.6,229.4,234.9,227.15,227.2,231.42,8788376
18-11-1999,RELIANCE,EQ,227.2,228,228.3,221.05,223.65,223.84,5464583
19-11-1999,RELIANCE,EQ,223.65,224,228.35,223.4,223.9,225.74,3941438
22-11-1999,RELIANCE,EQ,223.9,223.15,225.45,223,224,224.24,5270298
24-11-1999,RELIANCE,EQ,224,226.8,231.8,225.25,230.3,229.29,6326565
25-11-1999,RELIANCE,EQ,230.3,229.9,232.45,228.7,229.7,230.35,3982031
26-11-1999,RELIANCE,EQ,229.7,230.95,232.4,224.6,225.65,228.87,5058312
29-11-1999,RELIANCE,EQ,225.65,226,226.95,221.2,221.9,223.76,3740074
30-11-1999,RELIANCE,EQ,221.9,222.45,223.45,218.15,219.9,221.11,4564570
01-12-1999,RELIANCE,EQ,219.9,222.8,225.85,219.8,223.1,223.03,4228694
02-12-1999,RELIANCE,EQ,223.1,223,225.35,218.7,220.35,222.65,4230324
03-12-1999,RELIANCE,EQ,220.35,221,223.8,216.2,217,218.72,6999982
06-12-1999,RELIANCE,EQ,217,218,220.3,216.3,217.65,218.04,3874563
07-12-1999,RELIANCE,EQ,217.65,218.4,225.45,217.6,223.7,221.48,8254354
08-12-1999,RELIANCE,EQ,223.7,229,241.6,226.7,232.5,235.17,20012821
09-12-1999,RELIANCE,EQ,232.5,234,238,231.5,236.65,235.73,7165338
10-12-1999,RELIANCE,EQ,236.65,236.7,243.9,235,236.1,239.19,8889287
13-12-1999,RELIANCE,EQ,236.1,235.9,236.4,226.35,228,231.06,4295226
14-12-1999,RELIANCE,EQ,228,226.1,228.75,222.3,223.55,225.59,7025366
15-12-1999,RELIANCE,EQ,223.55,225,225,220.05,222.8,223.06,4413677
16-12-1999,RELIANCE,EQ,222.8,224,226.05,222.05,223.85,224.6,2160428
17-12-1999,RELIANCE,EQ,223.85,224.45,227.9,222.2,223.05,225.27,4110380
20-12-1999,RELIANCE,EQ,223.05,223.05,224.7,220,220.4,222.38,2313042
21-12-1999,RELIANCE,EQ,220.4,220.3,222.45,218.6,219.55,220.5,3894875
22-12-1999,RELIANCE,EQ,219.55,225.75,237.15,225,237,232.28,9955733
23-12-1999,RELIANCE,EQ,237,231.65,240.7,230.1,232.35,234.64,3445465
24-12-1999,RELIANCE,EQ,232.35,230,231.9,225.25,226.25,227.61,3001393
27-12-1999,RELIANCE,EQ,226.25,225.65,226.95,221,222.65,224.41,2780994
28-12-1999,RELIANCE,EQ,222.65,224.9,226.4,222,223.65,223.69,4062951
29-12-1999,RELIANCE,EQ,223.65,226.25,240,225,236.9,234.78,4455975
30-12-1999,RELIANCE,EQ,236.9,237.95,242.5,232.15,233.05,236.84,3577925
03-01-2000,RELIANCE,EQ,233.05,237.5,251.7,237.5,251.7,249.37,4456424
04-01-2000,RELIANCE,EQ,251.7,258.4,271.85,251.3,271.85,263.52,9487878
05-01-2000,RELIANCE,EQ,271.85,256.65,287.9,256.65,282.5,274.79,26833684
06-01-2000,RELIANCE,EQ,282.5,289,300.7,289,294.35,295.45,15682286
07-01-2000,RELIANCE,EQ,294.35,295,317.9,293,314.55,308.91,19870977
10-01-2000,RELIANCE,EQ,314.55,317.4,318.7,305.3,308.5,312.35,13417057
11-01-2000,RELIANCE,EQ,308.5,307.95,310.95,283.85,288.5,296.4,12544322
12-01-2000,RELIANCE,EQ,288.5,289,305,282.15,301.7,294.57,12109507
13-01-2000,RELIANCE,EQ,301.7,306,316.4,304.1,311.85,311.79,17076042
14-01-2000,RELIANCE,EQ,311.85,309.5,321.65,309.5,316.3,316.17,13460592
17-01-2000,RELIANCE,EQ,316.3,318.25,322.9,307.05,308.75,315.77,10729180
18-01-2000,RELIANCE,EQ,308.75,309,318.95,305.55,314.2,312.14,10083321
19-01-2000,RELIANCE,EQ,314.2,322.85,324.9,316.2,319.6,321.17,11481392
20-01-2000,RELIANCE,EQ,319.6,320,324.9,310.55,312.85,318.95,15428711
21-01-2000,RELIANCE,EQ,312.85,312.7,328.4,312,326.35,322.05,17137072
24-01-2000,RELIANCE,EQ,326.35,325.5,331.85,322,326.15,327.87,13163301
25-01-2000,RELIANCE,EQ,326.15,325.05,325.3,318.25,319.95,321.77,9752949
27-01-2000,RELIANCE,EQ,319.95,329,336.8,322.7,334.95,331.67,15014556
28-01-2000,RELIANCE,EQ,334.95,335.9,341.9,331.6,338.35,337.97,11734252
31-01-2000,RELIANCE,EQ,338.35,334.45,336,326.55,328.15,331.46,10191331
01-02-2000,RELIANCE,EQ,328.15,330.8,337.45,328,334.05,334.35,10707804
02-02-2000,RELIANCE,EQ,334.05,342.9,346.9,338.55,340.15,343.07,9950848
03-02-2000,RELIANCE,EQ,340.15,342,343.5,336.4,341.65,340.17,6771527
04-02-2000,RELIANCE,EQ,341.65,344,347.35,341.7,344.15,344.87,7106910
07-02-2000,RELIANCE,EQ,344.15,341.1,349.45,338.05,343.6,345.9,8193641
08-02-2000,RELIANCE,EQ,343.6,345.5,346.9,341.05,342.4,344,6430661
09-02-2000,RELIANCE,EQ,342.4,349,354.65,344.8,350.4,350.02,11436821
10-02-2000,RELIANCE,EQ,350.4,348.8,363.8,344.9,355.75,352.92,10792579
11-02-2000,RELIANCE,EQ,355.75,364,374,360.05,363.3,366.5,8155627
14-02-2000,RELIANCE,EQ,363.3,359,360.9,350,352.1,355.41,5127399
15-02-2000,RELIANCE,EQ,352.1,352,354.4,342.05,344.35,348.97,8124337
16-02-2000,RELIANCE,EQ,344.35,350,353.8,343.1,348.15,348.91,7876392
17-02-2000,RELIANCE,EQ,348.15,347.7,356.8,347.5,354.55,353.61,7670820
18-02-2000,RELIANCE,EQ,354.55,356.9,357.95,348,349.45,353.11,5030667
21-02-2000,RELIANCE,EQ,349.45,348.4,352,341.65,345.65,347.65,2944404
22-02-2000,RELIANCE,EQ,345.65,346,347,332.5,334.35,338.6,7192242
23-02-2000,RELIANCE,EQ,334.35,344.7,344.7,327.3,329.8,336.8,4831725
24-02-2000,RELIANCE,EQ,329.8,332.9,340.7,329.3,336.75,336.11,5663873
25-02-2000,RELIANCE,EQ,336.75,341.4,342.9,326.1,328.6,334.39,3912097
28-02-2000,RELIANCE,EQ,328.6,324.85,337.25,310,333.1,326.95,5026004
29-02-2000,RELIANCE,EQ,333.1,337.9,342.85,306.45,310.85,330.53,9970107
01-03-2000,RELIANCE,EQ,310.85,315,329.85,299,316.8,313.87,10765888
02-03-2000,RELIANCE,EQ,316.8,318.85,322,291.5,291.75,304.69,12536245
03-03-2000,RELIANCE,EQ,291.75,286.1,286.1,268.45,268.45,272.37,4636776
06-03-2000,RELIANCE,EQ,268.45,268.45,283.85,247,253.95,266.91,10430713
07-03-2000,RELIANCE,EQ,253.95,257,259,240,242.3,247.15,9560450
08-03-2000,RELIANCE,EQ,242.3,246.9,250.5,230,232.95,240.78,7256376
09-03-2000,RELIANCE,EQ,232.95,235.9,242.4,224.15,231.3,232.51,5545792
10-03-2000,RELIANCE,EQ,231.3,234,234.8,214.6,216.85,223.16,6597169
13-03-2000,RELIANCE,EQ,216.85,219.9,229.5,200.3,203.2,217.37,10765401
14-03-2000,RELIANCE,EQ,203.2,205.5,219.5,197.15,219.2,212.29,10106318
15-03-2000,RELIANCE,EQ,219.2,224,236.75,216,236.75,232.23,5711222
16-03-2000,RELIANCE,EQ,236.75,239.5,247.8,230.1,234.85,238.54,10564295
21-03-2000,RELIANCE,EQ,234.85,238.8,242.8,227.6,237.9,234.11,6838036
22-03-2000,RELIANCE,EQ,237.9,245,248.5,241.2,243.4,244.58,4931613
23-03-2000,RELIANCE,EQ,243.4,245.25,245.8,238.55,240.95,241.32,4286132
24-03-2000,RELIANCE,EQ,240.95,239.2,242.95,237.65,240.6,240.45,2637850
27-03-2000,RELIANCE,EQ,240.6,243,259.85,243,259.85,255.4,4141666
28-03-2000,RELIANCE,EQ,259.85,263.1,280.65,263.1,280.65,272.15,7026761
29-03-2000,RELIANCE,EQ,280.65,284.8,289.9,269,271.3,278.5,10277833
30-03-2000,RELIANCE,EQ,271.3,269,293,258.3,293,278.4,17168324
31-03-2000,RELIANCE,EQ,293,297,316.45,280.1,316.45,303.93,19704184
03-04-2000,RELIANCE,EQ,316.45,327.65,333.7,318.1,328.6,325.8,21353020
04-04-2000,RELIANCE,EQ,328.6,326,326,302.35,302.35,310.24,13530488
05-04-2000,RELIANCE,EQ,302.35,303.4,312,278.25,302.25,296.71,25186375
06-04-2000,RELIANCE,EQ,302.25,303,326.45,302.55,326.15,312.99,16239068
07-04-2000,RELIANCE,EQ,326.15,329.8,352.25,329.8,352.25,347.35,11686144
10-04-2000,RELIANCE,EQ,352.25,369.9,380,359.5,364.55,369.31,22110719
11-04-2000,RELIANCE,EQ,364.55,358,359,346.5,353.75,353.38,9759550
12-04-2000,RELIANCE,EQ,353.75,357,360,334.4,337.95,346.8,17263869
13-04-2000,RELIANCE,EQ,337.95,331.1,331.1,310.95,310.95,311.28,225213
17-04-2000,RELIANCE,EQ,310.95,286.1,300.8,286.1,298.4,293.04,15931668
18-04-2000,RELIANCE,EQ,298.4,297.1,308.9,294,300.05,302.75,8775778
19-04-2000,RELIANCE,EQ,300.05,307.7,324.05,303.1,314.85,314.54,16293725
20-04-2000,RELIANCE,EQ,314.85,313,340.05,309.25,337.75,323.07,19387991
24-04-2000,RELIANCE,EQ,337.75,346,360.6,323,336.95,348.95,17618258
25-04-2000,RELIANCE,EQ,336.95,322.3,339.5,311.65,332.05,320.47,15809540
26-04-2000,RELIANCE,EQ,332.05,340,358.65,340,357.95,352.57,16998445
27-04-2000,RELIANCE,EQ,357.95,360.8,366,338.3,345.65,352.56,29547592
28-04-2000,RELIANCE,EQ,345.65,347.5,351.9,340.3,345.05,346.2,13426369
02-05-2000,RELIANCE,EQ,345.05,348,354.65,325.25,329.15,337.06,16424665
03-05-2000,RELIANCE,EQ,329.15,327,333.85,309.2,328,324.41,13760253
04-05-2000,RELIANCE,EQ,328,331,342.95,331,337.2,338.54,11327281
05-05-2000,RELIANCE,EQ,337.2,338.5,341.55,328.1,335.35,335.31,11144621
08-05-2000,RELIANCE,EQ,335.35,331,337,322.3,324,328.5,5891336
09-05-2000,RELIANCE,EQ,324,321.5,331.85,318.4,328.35,324.01,6136642
10-05-2000,RELIANCE,EQ,328.35,330,334.9,323.3,325.25,329.48,6652614
11-05-2000,RELIANCE,EQ,325.25,324.05,324.05,314,316.75,318.6,6428965
12-05-2000,RELIANCE,EQ,316.75,319.6,322.5,313.3,315.9,318.08,4135346
15-05-2000,RELIANCE,EQ,315.9,312.05,324.7,306.5,319.5,315.42,5797353
16-05-2000,RELIANCE,EQ,319.5,320,321.9,315,317.4,317.47,3133472
17-05-2000,RELIANCE,EQ,317.4,320.9,328.4,316.25,318.85,324.18,7802567
18-05-2000,RELIANCE,EQ,318.85,318,319.75,307.1,310.1,313.25,5382755
19-05-2000,RELIANCE,EQ,310.1,308,319.05,307.25,315.6,313.99,7967132
22-05-2000,RELIANCE,EQ,315.6,313,316.9,309,312.45,313.49,3117749
23-05-2000,RELIANCE,EQ,312.45,312.3,316,308.5,314.75,312.48,4169391
24-05-2000,RELIANCE,EQ,314.75,313.65,317.9,310,312.75,314.43,4041968
25-05-2000,RELIANCE,EQ,312.75,312.3,317.8,311.1,312.8,314.91,2617268
26-05-2000,RELIANCE,EQ,312.8,314.8,318,311,316.45,314.74,3504803
29-05-2000,RELIANCE,EQ,316.45,318.5,347.45,318,339.45,335.76,11805354
30-05-2000,RELIANCE,EQ,339.45,340.75,345.85,337.1,343.8,342.89,5690548
31-05-2000,RELIANCE,EQ,343.8,351,356.8,342.1,343.9,349.35,8452065
01-06-2000,RELIANCE,EQ,343.9,342.1,345.9,336.15,339.2,341.39,5381385
02-06-2000,RELIANCE,EQ,339.2,343,346,334.1,337.45,341.63,5846405
05-06-2000,RELIANCE,EQ,337.45,337.7,351.85,336.4,339.2,345.43,10843536
06-06-2000,RELIANCE,EQ,339.2,338,342.85,336.1,338.8,339.82,3919322
07-06-2000,RELIANCE,EQ,338.8,339.9,344.4,336.25,337.95,340.29,3752088
08-06-2000,RELIANCE,EQ,337.95,339.9,345,338.25,340.85,342.03,4600458
09-06-2000,RELIANCE,EQ,340.85,341.9,352.7,339.05,341.2,346.03,12293372
12-06-2000,RELIANCE,EQ,341.2,342.4,345.7,338.55,339.4,342.26,4122051
13-06-2000,RELIANCE,EQ,339.4,339,346.45,337.05,338.5,341.51,6836937
14-06-2000,RELIANCE,EQ,338.5,346.5,346.5,336.1,337.35,341.17,4483842
15-06-2000,RELIANCE,EQ,337.35,341,341,327.5,331.45,331.65,6077043
16-06-2000,RELIANCE,EQ,331.45,329.55,335.85,329,332.25,333.39,4558790
19-06-2000,RELIANCE,EQ,332.25,333.75,336,330.2,331.35,333.15,3102806
20-06-2000,RELIANCE,EQ,331.35,333.5,334,328.55,330.3,330.6,4148234
21-06-2000,RELIANCE,EQ,330.3,334,334,328.25,329.15,331.52,2071279
22-06-2000,RELIANCE,EQ,329.15,330.35,349.8,323.25,345,337.43,19142742
23-06-2000,RELIANCE,EQ,345,346.1,354.65,335,337.75,347.1,15997583
26-06-2000,RELIANCE,EQ,337.75,335,335.6,328.25,331.15,331.07,3465048
27-06-2000,RELIANCE,EQ,331.15,331.35,339.9,330.1,334.5,335.92,7636206
28-06-2000,RELIANCE,EQ,334.5,335,336.95,332.5,333.75,334.78,1744726
29-06-2000,RELIANCE,EQ,333.75,335.35,345.7,334.9,342.25,340.45,7618018
30-06-2000,RELIANCE,EQ,342.25,344,344.7,336,340.8,341.04,6345573
03-07-2000,RELIANCE,EQ,340.8,338,351.95,338,348.15,348.06,9853239
04-07-2000,RELIANCE,EQ,348.15,348.6,349.6,344.05,345.4,346.3,5380769
05-07-2000,RELIANCE,EQ,345.4,349,360.35,346.6,354.15,355.11,13560315
06-07-2000,RELIANCE,EQ,354.15,351,364.9,350,362.35,358.6,14329060
07-07-2000,RELIANCE,EQ,362.35,364.4,365.9,360,361.2,362.88,7969212
10-07-2000,RELIANCE,EQ,361.2,363,371,358.65,368.5,365.52,9419083
11-07-2000,RELIANCE,EQ,368.5,369.9,377.7,366.55,375.95,373.27,12140871
12-07-2000,RELIANCE,EQ,375.95,374.1,375.75,368,370.05,371.84,5052490
13-07-2000,RELIANCE,EQ,370.05,370.8,373.8,363,365.75,369.18,5945560
14-07-2000,RELIANCE,EQ,365.75,366.25,370.45,359.6,361.2,365.75,6403575
17-07-2000,RELIANCE,EQ,361.2,362.9,364.9,357.5,363.3,361.59,6151343
18-07-2000,RELIANCE,EQ,363.3,361.5,363,356.3,358.15,359.79,3720569
19-07-2000,RELIANCE,EQ,358.15,358.5,362.5,352.5,354.1,356.96,4178056
20-07-2000,RELIANCE,EQ,354.1,352.9,360.8,347,357.6,355.41,8901351
21-07-2000,RELIANCE,EQ,357.6,357,357,342.25,343.9,346.89,10264940
24-07-2000,RELIANCE,EQ,343.9,341.05,341.05,324.15,326.5,331.9,6016447
25-07-2000,RELIANCE,EQ,326.5,322.55,336.45,320.2,333.9,328.9,6604953
26-07-2000,RELIANCE,EQ,333.9,339,339,324,325.6,330.55,3880880
27-07-2000,RELIANCE,EQ,325.6,326,350.8,322.1,344.05,337.48,8614501
28-07-2000,RELIANCE,EQ,344.05,348,350,339.2,340.45,342.96,5985200
31-07-2000,RELIANCE,EQ,340.45,338,340.9,335.5,336.8,337.95,2006533
01-08-2000,RELIANCE,EQ,336.8,336,341.9,335.6,338.5,338.82,3732876
02-08-2000,RELIANCE,EQ,338.5,337.4,339.7,336,339,338.06,1456348
03-08-2000,RELIANCE,EQ,339,339.8,343.75,336.3,337.65,340.66,3333675
04-08-2000,RELIANCE,EQ,337.65,338.5,338.75,329.15,330.1,333.03,3271743
07-08-2000,RELIANCE,EQ,330.1,329,332,324.15,330.25,328.89,2471284
08-08-2000,RELIANCE,EQ,330.25,331.65,333.35,329.5,330.85,331.2,2252594
09-08-2000,RELIANCE,EQ,330.85,333,338,331.15,333.7,335.12,2395016
10-08-2000,RELIANCE,EQ,333.7,332,335.75,328.15,329.55,332.13,1700036
11-08-2000,RELIANCE,EQ,329.55,329.5,332,327.7,329.25,329.74,1951207
14-08-2000,RELIANCE,EQ,329.25,329,331.85,322.3,329.35,326.59,2652282
16-08-2000,RELIANCE,EQ,329.35,331.9,340.8,330.25,337.4,336.76,4819689
17-08-2000,RELIANCE,EQ,337.4,339,345.4,335.5,337.75,340.82,6151601
18-08-2000,RELIANCE,EQ,337.75,337.05,339.85,335.65,336.95,337.72,1834008
21-08-2000,RELIANCE,EQ,336.95,336.2,338.9,335.1,336.5,337.22,1448300
22-08-2000,RELIANCE,EQ,336.5,338.5,342.25,336.7,338.3,339.38,2848531
23-08-2000,RELIANCE,EQ,338.3,341.7,346,338.55,339.55,342.65,5423766
24-08-2000,RELIANCE,EQ,339.55,339,340.75,334,335.6,336.59,3300159
25-08-2000,RELIANCE,EQ,335.6,336.5,338.4,331.25,333.6,334.46,1655254
28-08-2000,RELIANCE,EQ,333.6,333.5,335,331.6,332.2,333.18,1190817
29-08-2000,RELIANCE,EQ,332.2,331.3,334.5,329.3,330.4,331.56,2165046
30-08-2000,RELIANCE,EQ,330.4,334.75,338.8,331.6,336.9,335.71,3066115
31-08-2000,RELIANCE,EQ,336.9,338.5,340.8,335.05,336.55,338.31,2740898
04-09-2000,RELIANCE,EQ,336.55,338.9,356.75,338.25,353.9,349.84,7875701
05-09-2000,RELIANCE,EQ,353.9,357,359.6,352.25,355.75,355.55,3634270
06-09-2000,RELIANCE,EQ,355.75,356,365.9,352,363.6,361.2,9780431
07-09-2000,RELIANCE,EQ,363.6,361.15,370.9,360.1,361.85,365.58,7549126
08-09-2000,RELIANCE,EQ,361.85,362,375,361.05,370.9,367.9,5956473
11-09-2000,RELIANCE,EQ,370.9,374.8,387,374.1,383.15,382.78,7055315
12-09-2000,RELIANCE,EQ,383.15,385,389.8,381.2,383.45,384.45,4331376
13-09-2000,RELIANCE,EQ,383.45,385.95,385.95,372,375.5,378.23,5918549
14-09-2000,RELIANCE,EQ,375.5,376.05,380.65,372.7,375.7,376.72,4199710
15-09-2000,RELIANCE,EQ,375.7,376,377.15,363.15,365.95,371.05,3798828
18-09-2000,RELIANCE,EQ,365.95,363,363,343.15,346.2,352.9,5241140
19-09-2000,RELIANCE,EQ,346.2,344.2,351.95,334,337.6,342.25,4866225
20-09-2000,RELIANCE,EQ,337.6,341.25,350.75,337.6,347.5,345.8,3828743
21-09-2000,RELIANCE,EQ,347.5,347.9,350,342.35,347.9,346.57,3454067
22-09-2000,RELIANCE,EQ,347.9,347,347,335.95,338.35,341.13,4212265
25-09-2000,RELIANCE,EQ,338.35,342.05,346,338,341.95,341.38,3466621
26-09-2000,RELIANCE,EQ,341.95,344,344,338.05,341.3,340.45,2857067
27-09-2000,RELIANCE,EQ,341.3,341.05,354.7,334.4,351.9,347.89,6614226
28-09-2000,RELIANCE,EQ,351.9,355,355,343.5,345.6,347.87,4924399
29-09-2000,RELIANCE,EQ,345.6,347.8,349.9,341.05,342.5,343.98,2713333
03-10-2000,RELIANCE,EQ,342.5,340.05,345.5,338.25,343.15,343.23,2996291
